date,co2,date_seas_adj,co2_seas_adj,date_fit,co2_fit,date_seas_adj_fit,co2_seas_adj_fit
1966.70684931507,318.64,1966.70684931507,321.6,1966.28767123288,323.49,1966.28767123288,321.12
1966.78904109589,318.1,1966.78904109589,321.17,1966.3698630137,324.1,1966.3698630137,321.22
1966.87397260274,319.78,1966.87397260274,321.71,1966.45479452055,323.47,1966.45479452055,321.32
1966.95616438356,321.02,1966.95616438356,321.81,1966.53698630137,322.05,1966.53698630137,321.4
1967.04109589041,322.33,1967.04109589041,322.28,1966.62191780822,320.13,1966.62191780822,321.48
1967.12602739726,322.5,1967.12602739726,321.84,1966.70684931507,318.57,1966.70684931507,321.55
1967.20273972603,323.03,1967.20273972603,321.72,1966.78904109589,318.56,1966.78904109589,321.61
1967.28767123288,324.42,1967.28767123288,322.05,1966.87397260274,319.78,1966.87397260274,321.68
1967.3698630137,325,1967.3698630137,322.11,1966.95616438356,320.97,1966.95616438356,321.74
1967.45479452055,324.09,1967.45479452055,321.91,1967.04109589041,321.86,1967.04109589041,321.8
1967.53698630137,322.54,1967.53698630137,321.86,1967.12602739726,322.52,1967.12602739726,321.85
1967.62191780822,320.92,1967.62191780822,322.23,1967.20273972603,323.23,1967.20273972603,321.9
1967.70684931507,319.25,1967.70684931507,322.23,1967.28767123288,324.34,1967.28767123288,321.96
1967.78904109589,319.39,1967.78904109589,322.46,1967.3698630137,324.9,1967.3698630137,322.01
1967.87397260274,320.72,1967.87397260274,322.65,1967.45479452055,324.24,1967.45479452055,322.07
1967.95616438356,321.95,1967.95616438356,322.75,1967.53698630137,322.79,1967.53698630137,322.13
1968.04098360656,322.57,1968.04098360656,322.52,1967.62191780822,320.85,1967.62191780822,322.2
1968.12568306011,323.15,1968.12568306011,322.49,1967.70684931507,319.28,1967.70684931507,322.27
1968.20491803279,323.89,1968.20491803279,322.55,1967.78904109589,319.28,1967.78904109589,322.34
1968.28961748634,325.02,1968.28961748634,322.62,1967.87397260274,320.51,1967.87397260274,322.42
1968.37158469945,325.57,1968.37158469945,322.67,1967.95616438356,321.72,1967.95616438356,322.49
1968.45628415301,325.36,1968.45628415301,323.19,1968.04098360656,322.63,1968.04098360656,322.57
1968.53825136612,324.14,1968.53825136612,323.48,1968.12568306011,323.31,1968.12568306011,322.65
1968.62295081967,322.11,1968.62295081967,323.45,1968.20491803279,324.08,1968.20491803279,322.73
1968.70765027322,320.33,1968.70765027322,323.32,1968.28961748634,325.24,1968.28961748634,322.82
1968.78961748634,320.25,1968.78961748634,323.33,1968.37158469945,325.82,1968.37158469945,322.92
1968.87431693989,321.32,1968.87431693989,323.26,1968.45628415301,325.18,1968.45628415301,323.03
1968.95628415301,322.89,1968.95628415301,323.68,1968.53825136612,323.77,1968.53825136612,323.14
1969.04109589041,324,1969.04109589041,323.95,1968.62295081967,321.87,1968.62295081967,323.25
1969.12602739726,324.41,1969.12602739726,323.75,1968.70765027322,320.36,1968.70765027322,323.37
1969.20273972603,325.63,1969.20273972603,324.31,1968.78961748634,320.42,1968.78961748634,323.48
1969.28767123288,326.66,1969.28767123288,324.28,1968.87431693989,321.7,1968.87431693989,323.61
1969.3698630137,327.38,1969.3698630137,324.47,1968.95628415301,322.97,1968.95628415301,323.74
1969.45479452055,326.71,1969.45479452055,324.51,1969.04109589041,323.95,1969.04109589041,323.88
1969.53698630137,325.88,1969.53698630137,325.19,1969.12602739726,324.7,1969.12602739726,324.03
1969.62191780822,323.66,1969.62191780822,324.99,1969.20273972603,325.49,1969.20273972603,324.16
1969.70684931507,322.38,1969.70684931507,325.37,1969.28767123288,326.7,1969.28767123288,324.3
